merchant_id,business_category,account_age_days,monthly_txn_count,avg_transaction_value,monthly_txn_volume,refund_rate,chargeback_rate,volume_growth_rate_30d,customer_complaint_count,risk_score,is_risky
M01165,Services,70,3219,1052.87,3389173.52,0.2076,0.1196,-42.9,1,98.23,1
M01166,Food & Beverage,643,1963,9015.89,17698183.61,0.0666,0.0104,46.47,3,86.16,1
M01167,Crypto/Trading,1084,3203,1463.23,4686718.87,0.0183,0.0144,60.41,4,77.84,1
M01168,Gaming,1436,3236,3523.52,11402123.68,0.0412,0.042,-43.57,1,33.07,0
M01169,Services,1822,3156,4156.48,13117837.88,0.1179,0.0357,-30.85,6,45.12,0
M01170,Electronics,1038,3338,2669.11,8909488.2,0.0835,0.0039,39.06,1,58.12,0
M01171,Travel,1499,2802,1137.5,3187279.43,0.0786,0.0766,-14.62,3,44.29,0
M01172,Retail,613,1010,9135.82,9227183.01,0.2052,0.0629,39.63,2,96.43,1
M01173,Fashion,691,4940,4425.86,21863741.2,0.1666,0.0486,23.85,1,80.22,1
M01174,Fashion,1862,2173,6244.83,13570017.18,0.1274,0.0111,-3.02,0,26.77,0
M01175,Retail,543,245,3134.69,767998.98,0.0744,0.0749,28.62,1,78.24,1
M01176,Travel,1438,796,1928.86,1535374.91,0.0654,0.027,4.08,1,35.04,0
M01177,Food & Beverage,847,2857,8289.86,23684128.06,0.0186,0.0328,3.65,1,23.03,0
M01178,Travel,1546,707,1963.01,1387851.15,0.0034,0.0667,18.22,2,49.51,0
M01179,Services,654,549,2932.75,1610081.99,0.046,0.0308,24.8,6,65.41,1
M01180,Travel,242,3462,3365.22,11650397.72,0.1299,0.0462,30.06,2,84.89,1
M01181,Services,533,2173,1889.8,4106539.93,0.0618,0.0065,63.88,3,84.19,1
M01182,Travel,355,1314,5685.75,7471078.45,0.0488,0.0504,14.12,2,79.35,1
M01183,Food & Beverage,1079,1546,6637.15,10261034.95,0.1804,0.0219,37.32,5,82.25,1
M01184,Food & Beverage,555,4794,3125.66,14984429.81,0.0971,0.1049,36.63,0,100.0,1
M01185,Gaming,1978,2916,1538.66,4486735.36,0.1218,0.0764,22.13,1,92.06,1
M01186,Retail,1111,3123,806.71,2519351.28,0.0227,0.0324,-8.19,3,39.13,0
M01187,Food & Beverage,1763,2460,2802.89,6895109.92,0.0189,0.0282,32.42,3,51.12,0
M01188,Services,1846,4155,6766.71,28115662.88,0.0517,0.0118,16.15,1,36.44,0
M01189,Food & Beverage,1956,3822,2680.61,10245303.19,0.1253,0.0118,-27.22,0,29.0,0
M01190,Gaming,1106,864,7099.12,6133635.5,0.0914,0.0227,30.34,1,50.19,0
M01191,Fashion,803,466,10853.31,5057642.98,0.0997,0.04,-35.65,4,42.55,0
M01192,Services,258,3935,6676.14,26270595.83,0.1739,0.003,21.19,2,68.41,1
M01193,Gaming,56,3129,2399.2,7507084.93,0.0811,0.0792,-8.8,2,65.45,1
M01194,Healthcare,1154,1254,1216.75,1525801.81,0.1927,0.0278,9.08,1,76.95,1
M01195,Healthcare,223,246,3609.03,887820.3,0.0414,0.015,-29.85,2,44.95,0
M01196,Electronics,248,4163,11986.4,49899393.88,0.0496,0.0219,-13.1,1,45.69,0
M01197,Travel,1089,2979,2579.44,7684160.26,0.1155,0.0167,-8.09,1,17.16,0
M01198,Retail,359,1850,367.19,679309.16,0.1637,0.0122,1.19,1,45.06,0
M01199,Education,116,3799,2190.64,8322236.94,0.1532,0.0091,-9.87,1,48.37,0
M01200,Crypto/Trading,840,206,7388.11,1521951.24,0.0704,0.0263,13.7,1,40.77,0
M01201,Gaming,57,2897,8074.66,23392303.66,0.1573,0.0716,16.92,3,89.22,1
M01202,Fashion,1606,2555,1309.66,3346175.16,0.0421,0.0509,-6.16,2,34.57,0
M01203,Crypto/Trading,346,1952,1288.42,2515002.94,0.1081,0.0036,5.98,1,42.97,0
M01204,Fashion,1059,2944,5573.8,16409258.8,0.02,0.0058,18.29,5,65.99,1
M01205,Crypto/Trading,813,868,1116.83,969404.25,0.1728,0.0118,-51.11,3,46.13,0
M01206,Gaming,1290,2052,1473.63,3023895.66,0.0667,0.0198,16.05,2,50.64,0
M01207,Education,17,1272,9170.8,11665263.94,0.1129,0.059,-11.04,1,75.08,1
M01208,Crypto/Trading,634,1901,4167.24,7921918.42,0.0183,0.0139,-61.59,0,13.99,0
M01209,Gaming,1900,289,1870.68,540627.04,0.0549,0.0658,-4.8,2,57.64,0
M01210,Food & Beverage,1286,1650,4365.14,7202480.58,0.1027,0.039,-20.19,0,40.01,0
M01211,Education,1725,4425,1173.71,5193660.8,0.1115,0.0942,-6.73,1,40.18,0
M01212,Services,728,3223,5669.96,18274268.91,0.0386,0.0147,16.68,3,56.5,0
M01213,Fashion,312,1594,1585.54,2527349.53,0.0297,0.0118,26.26,3,43.12,0
M01214,Healthcare,648,2912,1681.22,4895698.51,0.0264,0.0507,37.24,0,79.2,1
M01215,Travel,65,1715,9473.37,16246830.74,0.0232,0.0895,38.77,1,100.0,1
M01216,Healthcare,735,3278,5699.17,18681882.14,0.01,0.066,-20.91,2,38.22,0
M01217,Education,535,3282,932.49,3060427.04,0.0849,0.0078,35.25,4,67.59,1
M01218,Services,483,1465,5137.63,7526633.16,0.0872,0.0059,-25.58,4,48.06,0
M01219,Fashion,37,239,721.23,172373.38,0.0615,0.0403,31.45,3,74.7,1
M01220,Services,87,72,6763.98,487006.9,0.0275,0.0296,19.28,0,64.46,0
M01221,Crypto/Trading,1249,1777,5416.86,9625761.45,0.1676,0.0478,9.27,0,66.5,1
M01222,Fashion,1419,1686,7744.27,13056833.05,0.0791,0.1154,-17.16,1,54.89,0
M01223,Crypto/Trading,374,2805,2843.17,7975091.69,0.1268,0.0364,34.94,0,76.39,1
M01224,Gaming,675,739,2663.45,1968286.22,0.1086,0.0623,-20.19,1,61.62,0
M01225,Education,535,425,557.1,236766.89,0.0914,0.0174,4.44,1,35.63,0
M01226,Gaming,708,2314,309.27,715659.61,0.0347,0.0743,6.7,3,70.94,1
M01227,Electronics,1345,91,7643.43,695552.39,0.0673,0.0021,-37.45,0,22.39,0
M01228,Services,892,2073,2197.1,4554584.09,0.1186,0.0481,8.72,2,66.86,1
M01229,Crypto/Trading,1040,1249,578.03,721959.12,0.0428,0.0566,-22.38,2,42.15,0
M01230,Food & Beverage,1036,1587,1228.68,1949922.11,0.1126,0.0602,41.02,2,81.29,1
M01231,Gaming,1656,3702,684.04,2532317.17,0.1025,0.0064,72.6,1,92.2,1
M01232,Electronics,928,2973,2566.25,7629475.28,0.0244,0.0285,-13.35,1,42.86,0
M01233,Retail,759,4502,3370.78,15175238.49,0.0443,0.0209,-4.82,1,38.7,0
M01234,Healthcare,372,718,5288.66,3797258.9,0.0749,0.0023,9.16,1,45.89,0
M01235,Fashion,1784,846,2035.51,1722040.75,0.0115,0.0391,-46.51,2,26.03,0
M01236,Electronics,1541,368,3860.92,1420817.39,0.118,0.0175,46.09,3,69.5,1
M01237,Education,1307,3928,6737.43,26464632.61,0.1814,0.0172,-2.97,3,55.94,0
M01238,Gaming,1539,327,1367.34,447119.64,0.2134,0.0979,-4.99,0,70.75,1
M01239,Education,815,3436,214.0,735299.16,0.1665,0.0408,22.24,3,87.94,1
M01240,Healthcare,748,2354,5382.66,12670787.18,0.0087,0.0518,7.12,3,51.43,0
M01241,Food & Beverage,1916,4881,14872.22,72591294.15,0.0801,0.1038,9.11,8,73.85,1
M01242,Services,1048,4840,3314.38,16041597.93,0.085,0.0348,26.09,2,63.49,0
M01243,Services,1225,2829,3882.38,10983244.24,0.1005,0.0217,1.87,2,29.06,0
M01244,Education,1664,3578,3136.57,11222645.96,0.0317,0.0635,-23.09,0,22.41,0
M01245,Crypto/Trading,494,4498,2874.46,12929313.35,0.1405,0.0186,35.6,3,63.31,0
M01246,Food & Beverage,37,3497,994.9,3479173.72,0.0222,0.0481,-9.64,0,31.42,0
M01247,Services,723,4640,6169.8,28627876.86,0.059,0.0405,-8.27,3,37.3,0
M01248,Food & Beverage,1072,2706,2027.37,5486072.2,0.0112,0.109,10.77,2,79.33,1
M01249,Electronics,1986,3005,1395.8,4194374.0,0.0706,0.0549,-27.65,4,49.29,0
M01250,Food & Beverage,1306,295,4779.19,1409859.81,0.0405,0.0539,10.98,2,65.37,1
M01251,Travel,1264,2567,3410.16,8753874.76,0.0472,0.0862,28.69,1,73.31,1
M01252,Healthcare,95,2784,4213.33,11729917.04,0.1233,0.0456,44.5,4,93.01,1
M01253,Services,1507,356,1904.23,677904.84,0.2133,0.0679,23.5,3,91.82,1
M01254,Food & Beverage,135,1993,1217.5,2426482.06,0.069,0.0486,31.83,1,73.5,1
M01255,Education,821,2999,1088.84,3265440.52,0.0145,0.0052,-10.99,0,19.44,0
M01256,Retail,546,4596,4080.37,18753393.84,0.0843,0.0862,25.63,2,76.76,1
M01257,Travel,154,3988,2439.56,9728984.59,0.0639,0.1514,0.22,3,98.19,1
M01258,Travel,1558,930,1689.2,1570955.48,0.0231,0.0079,33.99,1,52.03,0
M01259,Crypto/Trading,1245,2016,3757.65,7575415.4,0.0467,0.0248,7.56,3,50.46,0
M01260,Food & Beverage,34,3149,983.9,3098311.47,0.0493,0.0414,31.94,3,87.7,1
M01261,Crypto/Trading,1613,4224,3120.79,13182225.19,0.1928,0.0083,9.03,3,56.73,0
M01262,Crypto/Trading,1427,3777,7955.55,30048105.17,0.0681,0.0089,-14.19,0,27.01,0
M01263,Retail,76,347,15543.74,5393677.2,0.0216,0.0283,5.99,2,44.27,0
M01264,Electronics,242,1819,5384.76,9794870.11,0.2051,0.0052,-3.27,3,62.79,0
M01265,Food & Beverage,118,334,7397.33,2470708.6,0.0688,0.0413,37.43,1,77.58,1
M01266,Gaming,1179,3565,3682.12,13126741.49,0.1847,0.0084,-28.9,0,34.88,0
M01267,Services,120,1154,2245.21,2590967.35,0.4224,0.0157,-36.93,0,90.5,1
M01268,Crypto/Trading,237,2766,1635.25,4523099.96,0.06,0.045,12.3,3,77.08,1
M01269,Healthcare,120,4896,3361.68,16458787.49,0.0641,0.0095,-3.08,1,37.46,0
M01270,Fashion,1503,1540,1669.35,2570801.63,0.0528,0.1557,-23.64,1,82.06,1
M01271,Healthcare,43,175,1436.93,251462.34,0.0624,0.0536,4.12,2,65.88,1
M01272,Retail,632,1744,371.15,647293.05,0.0676,0.0896,11.66,2,77.55,1
M01273,Retail,1809,3363,3583.06,12049825.29,0.0967,0.0257,35.71,0,53.51,0
M01274,Education,1969,906,2758.16,2498889.65,0.0739,0.0341,-41.32,6,49.27,0
M01275,Electronics,1402,3093,3682.24,11389180.1,0.0319,0.0169,9.64,1,22.36,0
M01276,Services,757,2825,11914.13,33657417.15,0.0197,0.0817,46.03,1,97.29,1
M01277,Crypto/Trading,604,741,1178.13,872994.92,0.0213,0.0662,44.85,1,92.6,1
M01278,Healthcare,1587,932,1638.51,1527093.03,0.055,0.0074,7.31,1,23.81,0
M01279,Fashion,434,3377,6371.58,21516813.24,0.0447,0.0352,-9.77,1,34.16,0
M01280,Retail,622,890,7031.55,6258075.31,0.0926,0.0285,-1.74,1,59.14,0
M01281,Retail,1551,4128,2111.87,8717816.36,0.0165,0.0186,-19.62,2,14.81,0
M01282,Electronics,701,517,3609.18,1865948.63,0.1022,0.1268,-6.04,2,82.66,1
M01283,Fashion,1315,1776,4214.11,7484262.39,0.0746,0.0796,6.96,1,42.37,0
M01284,Fashion,1353,1137,2395.03,2723150.55,0.0637,0.0131,16.76,1,48.67,0
M01285,Electronics,1771,3429,1669.93,5726190.6,0.0138,0.0358,26.34,1,31.27,0
M01286,Retail,1476,2848,971.26,2766155.16,0.1263,0.0219,2.24,2,44.64,0
M01287,Services,1985,1667,3044.44,5075086.8,0.0117,0.0299,0.39,2,22.61,0
M01288,Food & Beverage,324,3003,5841.88,17543161.27,0.0435,0.0129,26.91,4,61.37,0
M01289,Food & Beverage,886,162,5840.45,946152.51,0.0561,0.0154,-3.58,2,27.37,0
M01290,Electronics,1999,2781,1574.62,4379013.6,0.092,0.0503,22.47,4,67.44,1
M01291,Fashion,1774,3455,1769.56,6113843.78,0.298,0.0237,-36.3,3,79.4,1
M01292,Crypto/Trading,1410,4680,5801.54,27151187.8,0.1246,0.0075,16.68,3,47.9,0
M01293,Electronics,1322,2451,8195.54,20087262.04,0.0884,0.0456,57.83,5,86.31,1
M01294,Services,1470,4532,2740.42,12419573.09,0.0156,0.0676,-18.16,1,23.2,0
M01295,Electronics,671,1868,4770.8,8911845.51,0.2191,0.0116,40.83,1,84.95,1
M01296,Travel,286,2716,2288.4,6215299.01,0.0317,0.0205,22.35,0,44.3,0
M01297,Healthcare,1743,1737,8856.15,15383133.87,0.1338,0.0073,26.87,1,48.69,0
M01298,Fashion,1615,3092,4454.3,13772680.95,0.1523,0.0333,21.74,3,68.7,1
M01299,Education,1536,1087,4779.28,5195079.65,0.092,0.0103,-10.88,1,21.7,0
M01300,Education,633,2806,4610.82,12937966.52,0.0433,0.0134,-27.59,3,56.62,0
M01301,Fashion,525,3811,3452.05,13155755.09,0.0567,0.0394,16.86,3,64.57,0
M01302,Services,1383,1308,3725.28,4872663.6,0.1694,0.0179,1.93,1,50.49,0
M01303,Travel,852,3891,7184.19,27953675.32,0.047,0.077,-29.8,1,51.09,0
M01304,Travel,1479,1826,1728.96,3157083.56,0.0534,0.0104,-6.35,2,22.18,0
M01305,Retail,1863,1524,3624.99,5524488.6,0.0224,0.0489,-21.35,1,22.53,0
M01306,Healthcare,359,3328,2642.85,8795389.51,0.1269,0.0166,52.95,1,88.03,1
M01307,Food & Beverage,1640,2971,6028.8,17911574.12,0.0838,0.0168,26.05,4,43.52,0
M01308,Gaming,1697,91,4804.29,437190.31,0.2298,0.0147,-19.45,2,36.53,0
M01309,Services,832,1710,1896.79,3243510.53,0.1399,0.0531,17.54,0,62.96,0
M01310,Gaming,1170,1364,3501.67,4776275.29,0.026,0.0212,-23.96,2,19.1,0
M01311,Gaming,768,3323,2602.72,8648849.25,0.0246,0.1078,-40.45,2,60.17,0
M01312,Fashion,908,3133,3254.64,10196781.42,0.071,0.0186,-12.46,4,38.34,0
M01313,Education,252,902,1857.8,1675736.0,0.0407,0.0448,1.23,2,46.19,0
M01314,Education,552,4254,1952.79,8307164.21,0.1756,0.0148,14.57,1,67.89,1
M01315,Food & Beverage,1073,2682,943.53,2530559.51,0.0573,0.0012,26.75,4,57.94,0
M01316,Fashion,238,1524,1903.17,2900426.22,0.0474,0.0498,-3.95,1,47.41,0
M01317,Gaming,557,2483,6980.9,17333568.23,0.0117,0.0335,21.84,0,62.93,0
M01318,Crypto/Trading,929,2573,7346.35,18902156.15,0.0672,0.0738,-34.94,0,46.59,0
M01319,Education,1256,752,1623.61,1220956.43,0.0435,0.0732,41.65,1,86.23,1
M01320,Services,15,1768,438.45,775175.1,0.0904,0.0163,-34.07,3,52.98,0
M01321,Services,1355,3944,1650.99,6511512.72,0.0484,0.0255,-7.35,4,34.18,0
M01322,Retail,477,443,2381.67,1055079.79,0.0473,0.0197,-12.61,1,32.17,0
M01323,Electronics,1765,3498,3722.59,13021624.29,0.0666,0.007,-30.93,2,17.6,0
M01324,Crypto/Trading,84,1611,7958.02,12820377.12,0.1468,0.047,13.28,2,82.69,1
M01325,Education,13,4505,3626.37,16336809.36,0.1088,0.0627,47.68,1,100.0,1
M01326,Travel,1880,4457,3533.15,15747240.03,0.1622,0.0483,-40.35,5,60.16,0
M01327,Education,655,4729,5213.37,24654014.45,0.0981,0.0868,-52.3,1,50.97,0
M01328,Retail,127,512,1796.01,919555.21,0.1454,0.0701,-16.87,2,78.95,1
M01329,Services,890,211,3540.13,746966.49,0.051,0.0198,-0.88,4,37.21,0
M01330,Gaming,1639,518,4146.37,2147820.38,0.0567,0.013,24.17,2,34.2,0
M01331,Travel,513,4937,5688.04,28081849.58,0.0238,0.018,-7.0,1,29.25,0
M01332,Fashion,956,1276,4845.25,6182538.59,0.1072,0.0142,-41.08,2,35.41,0
M01333,Healthcare,583,1988,7443.71,14798102.69,0.0193,0.0564,37.08,3,69.52,1
M01334,Gaming,1474,4342,2137.82,9282423.14,0.2447,0.0175,-17.87,0,47.2,0
M01335,Healthcare,203,2206,3910.25,8626018.99,0.0425,0.0154,20.76,1,61.41,0
M01336,Crypto/Trading,856,836,152.24,127273.89,0.1285,0.0181,-23.45,3,48.1,0
M01337,Electronics,724,3240,2183.38,7074155.47,0.0279,0.0103,0.42,5,36.61,0
M01338,Travel,1425,1493,1737.43,2593982.86,0.1268,0.0271,13.89,1,53.31,0
M01339,Food & Beverage,1059,1106,6111.53,6759356.15,0.1099,0.026,-16.4,1,41.17,0
M01340,Travel,1468,4219,3539.13,14931607.77,0.1331,0.0169,15.62,1,45.28,0
M01341,Education,182,1894,4307.73,8158842.77,0.0813,0.0956,-3.96,3,79.18,1
M01342,Services,1333,890,2481.39,2208435.94,0.1558,0.0079,-6.42,2,39.86,0
M01343,Education,1678,4783,4794.48,22932005.17,0.0715,0.0461,42.71,1,52.38,0
M01344,Education,335,2062,5048.82,10410666.29,0.0209,0.0111,13.88,3,48.55,0
M01345,Crypto/Trading,1443,292,2132.31,622635.15,0.0491,0.0677,17.22,0,54.14,0
M01346,Gaming,1151,1049,2551.08,2676087.8,0.2091,0.037,23.41,2,83.7,1
M01347,Food & Beverage,845,3238,2804.8,9081953.78,0.0927,0.0871,19.4,1,78.65,1
M01348,Food & Beverage,1820,4089,3409.91,13943142.34,0.1191,0.0707,13.92,1,59.28,0
M01349,Education,733,1071,1148.0,1229504.07,0.0261,0.006,36.01,3,49.18,0
M01350,Healthcare,234,4053,1318.15,5342477.94,0.1026,0.0033,-18.43,5,50.65,0
M01351,Crypto/Trading,541,1593,2823.95,4498554.32,0.0227,0.0221,8.7,3,44.05,0
M01352,Education,122,3210,7041.39,22602862.92,0.1329,0.0839,-2.74,0,83.09,1
M01353,Electronics,149,4408,5465.39,24091423.32,0.0697,0.0129,8.53,1,40.09,0
M01354,Services,568,3817,1416.96,5408540.12,0.1393,0.0438,-12.46,3,70.33,1
M01355,Gaming,10,3309,4898.83,16210221.76,0.138,0.0205,-35.57,2,61.17,0
M01356,Fashion,99,3767,1702.96,6415045.66,0.046,0.0513,25.0,2,66.27,1
M01357,Electronics,663,2125,1513.29,3215749.43,0.0835,0.0274,65.32,6,96.04,1
M01358,Healthcare,329,327,5214.12,1705016.46,0.2181,0.0414,31.91,2,100.0,1
M01359,Travel,1583,3379,1630.78,5510400.86,0.1069,0.0509,26.68,1,68.59,1
M01360,Travel,1838,3196,1399.96,4474280.01,0.1373,0.0033,11.38,2,45.18,0
M01361,Electronics,1927,1271,3427.64,4356524.65,0.0312,0.0403,1.13,1,26.63,0
M01362,Education,148,2767,1910.8,5287178.83,0.073,0.0429,2.61,3,49.55,0
M01363,Fashion,1544,1537,581.12,893175.95,0.0309,0.0489,2.3,3,41.05,0
M01364,Retail,1901,1398,2348.06,3282585.78,0.0124,0.0448,-11.2,1,28.97,0
M01365,Retail,854,4911,1295.63,6362816.0,0.0295,0.0703,-36.37,1,29.19,0
M01366,Healthcare,268,1981,3385.29,6706253.77,0.0834,0.0482,9.97,3,69.91,1
M01367,Education,1706,4325,11624.14,50274401.65,0.0312,0.0332,-1.97,3,36.51,0
M01368,Food & Beverage,911,2883,10796.27,31125653.18,0.0303,0.0732,33.48,1,81.95,1
M01369,Food & Beverage,699,2676,7694.91,20591591.77,0.0435,0.0237,23.49,5,66.45,1
M01370,Gaming,19,2514,3275.09,8233584.88,0.1,0.006,-45.79,2,39.87,0
M01371,Fashion,270,4587,3152.6,14460958.92,0.0711,0.0133,47.84,2,77.06,1
M01372,Fashion,1952,4025,4323.45,17401893.57,0.0865,0.0595,-7.9,2,31.45,0
M01373,Travel,1683,3583,1041.82,3732851.16,0.1025,0.0136,-4.03,3,41.38,0
M01374,Crypto/Trading,181,942,2699.83,2543236.12,0.0552,0.0409,-36.93,2,55.18,0
M01375,Healthcare,907,4252,3937.64,16742847.84,0.2241,0.0501,11.66,3,80.25,1
M01376,Retail,22,4482,6358.8,28500141.41,0.1097,0.0227,15.28,0,62.3,0
M01377,Healthcare,1201,2979,799.45,2381551.69,0.1029,0.0089,47.85,0,70.24,1
M01378,Food & Beverage,1675,203,15976.4,3243208.56,0.0783,0.0199,26.27,3,44.18,0
M01379,Food & Beverage,1629,3378,3703.01,12508767.22,0.0185,0.1144,-7.59,4,80.51,1
M01380,Electronics,330,1418,2132.05,3023242.27,0.0148,0.0171,-39.32,3,28.05,0
M01381,Gaming,1352,2816,2822.11,7947061.28,0.0223,0.0213,-9.4,4,13.39,0
M01382,Fashion,1646,556,4013.65,2231589.69,0.0935,0.0656,31.1,0,71.92,1
M01383,Services,338,1293,263.53,340740.74,0.0512,0.0224,-4.94,2,41.95,0
M01384,Healthcare,794,2987,2371.86,7084751.54,0.1789,0.039,-22.35,2,57.31,0
M01385,Food & Beverage,786,3069,5674.62,17415419.79,0.0722,0.0354,9.23,2,52.17,0
M01386,Crypto/Trading,920,1116,1343.55,1499397.47,0.0251,0.0002,-3.36,2,14.35,0
M01387,Travel,1953,1325,12200.18,16165235.98,0.0435,0.0523,-6.41,3,23.24,0
M01388,Retail,1583,935,3814.89,3566921.23,0.106,0.0199,-13.71,2,41.83,0
M01389,Gaming,1452,3101,1154.03,3578641.28,0.01,0.0712,7.73,2,50.07,0
M01390,Crypto/Trading,1639,4267,1395.67,5955338.11,0.0718,0.0195,30.64,1,46.72,0
M01391,Gaming,1128,1048,5478.4,5741368.17,0.0796,0.0034,17.86,3,59.27,0
M01392,Electronics,1850,1997,4417.16,8821074.06,0.1172,0.0059,-43.18,0,19.07,0
M01393,Services,1614,3374,4329.89,14609034.5,0.1296,0.0419,43.78,4,91.82,1
M01394,Food & Beverage,327,2531,3617.47,9155825.39,0.0562,0.0307,23.79,0,48.62,0
M01395,Travel,1989,290,3764.13,1091596.46,0.085,0.0031,12.6,2,12.52,0
M01396,Crypto/Trading,245,1206,4698.32,5666177.02,0.1086,0.0234,15.61,1,63.62,0
M01397,Gaming,1979,4575,5192.81,23757092.02,0.085,0.0669,19.62,2,66.08,1
M01398,Fashion,343,4220,3654.53,15422112.71,0.1522,0.0164,14.73,5,88.05,1
M01399,Electronics,1918,3784,3097.31,11720223.86,0.1558,0.0433,-19.03,2,38.51,0
M01400,Fashion,385,2418,1488.66,3599576.94,0.2043,0.0219,17.69,1,59.28,0
M01401,Travel,1492,4549,3317.35,15090608.15,0.1521,0.0594,9.07,0,54.0,0
M01402,Crypto/Trading,1170,4255,3139.2,13357275.97,0.1617,0.0244,15.45,3,68.09,1
M01403,Electronics,1963,4202,3867.85,16252707.07,0.1776,0.072,-10.89,1,41.27,0
M01404,Crypto/Trading,597,1731,2286.22,3957453.4,0.0317,0.0472,32.29,0,64.15,0
M01405,Food & Beverage,1580,2250,3626.52,8159659.02,0.0888,0.0699,-9.02,2,47.76,0
M01406,Education,522,148,3579.29,529734.59,0.1037,0.0095,3.79,1,36.96,0
M01407,Electronics,1329,1289,3604.99,4646825.95,0.0569,0.0462,-7.7,0,26.69,0
M01408,Fashion,1353,3692,1383.96,5109576.08,0.0732,0.0054,-19.94,1,31.5,0
M01409,Travel,927,1621,1032.7,1674010.96,0.0191,0.0113,22.89,0,23.68,0
M01410,Services,1605,4785,9907.13,47405617.5,0.1471,0.0447,-7.52,3,60.51,0
M01411,Food & Beverage,1865,3990,5501.76,21952006.52,0.0259,0.051,8.66,3,45.43,0
M01412,Education,1382,4264,2798.36,11932209.65,0.1186,0.0337,-29.75,1,36.6,0
M01413,Services,1873,4967,3384.46,16810626.39,0.1494,0.0221,-40.45,1,47.84,0
M01414,Retail,1812,647,2419.01,1565098.67,0.1068,0.0441,48.26,5,74.05,1
M01415,Food & Beverage,882,3817,3909.16,14921258.64,0.0116,0.0231,44.66,4,77.88,1
M01416,Travel,1262,2064,3807.18,7858028.93,0.0448,0.0379,-10.11,2,26.45,0
M01417,Gaming,279,3572,3910.15,13967067.65,0.0189,0.0765,16.39,1,63.07,0
M01418,Electronics,1861,4999,1516.95,7583233.32,0.0499,0.0752,-6.15,2,47.43,0
M01419,Crypto/Trading,807,2361,4878.49,11518115.99,0.046,0.0304,21.69,2,62.72,0
M01420,Travel,1324,3234,3564.73,11528334.13,0.0346,0.0657,-22.04,4,42.59,0
M01421,Electronics,734,269,3795.95,1021109.65,0.09,0.0375,-24.44,3,54.7,0
M01422,Services,1198,2945,127.28,374836.81,0.036,0.0408,5.54,1,33.65,0
M01423,Crypto/Trading,14,994,1934.39,1922782.69,0.1115,0.0025,14.56,2,48.39,0
M01424,Healthcare,860,1345,5428.71,7301616.41,0.1395,0.0199,-12.46,2,33.14,0
M01425,Fashion,1412,1003,3760.45,3771733.49,0.128,0.034,-27.61,0,35.63,0
M01426,Retail,87,908,6603.98,5996413.64,0.2499,0.0336,36.46,4,100.0,1
M01427,Food & Beverage,1443,2957,5015.27,14830159.73,0.0361,0.0061,-6.61,3,12.64,0
M01428,Travel,583,2137,3313.93,7081874.63,0.0253,0.0634,-6.35,3,48.42,0
M01429,Retail,141,2692,5149.19,13861631.86,0.1189,0.0072,35.82,5,81.08,1
M01430,Gaming,610,4990,383.12,1911767.79,0.1244,0.1461,61.04,1,100.0,1
M01431,Electronics,1782,1346,7424.23,9993008.35,0.0903,0.0401,13.19,2,48.88,0
M01432,Electronics,1075,490,1448.12,709578.89,0.0724,0.0045,26.99,2,62.97,0
M01433,Travel,98,2007,1421.72,2853395.7,0.063,0.0228,-23.45,2,38.21,0
M01434,Education,411,110,6424.15,706656.01,0.0233,0.0578,23.27,2,59.97,0
M01435,Education,305,549,1759.65,966048.79,0.0838,0.0099,26.36,2,53.07,0
M01436,Healthcare,1873,4776,805.54,3847272.84,0.1186,0.0949,-18.93,2,40.74,0
M01437,Fashion,1328,4079,2135.54,8710876.71,0.0235,0.0282,-8.37,0,16.44,0
M01438,Crypto/Trading,625,4854,30.33,147205.61,0.0518,0.0995,35.58,1,100.0,1
M01439,Gaming,1559,2793,4425.28,12359794.77,0.0565,0.0177,-1.9,1,23.5,0
M01440,Retail,809,4987,4410.73,21996317.14,0.0465,0.0248,40.6,2,64.07,0
M01441,Education,1724,1706,2331.49,3977521.94,0.0364,0.0452,5.48,0,34.87,0
M01442,Healthcare,1670,211,8606.69,1816011.44,0.0989,0.0346,4.27,0,31.96,0
M01443,Healthcare,431,2006,695.91,1395995.29,0.101,0.0079,29.41,1,70.44,1
M01444,Travel,1898,3643,2735.12,9964055.02,0.0598,0.0344,56.32,1,70.8,1
M01445,Gaming,1056,2205,3791.16,8359518.79,0.0428,0.0596,21.49,3,77.07,1
M01446,Services,584,4460,1474.5,6576279.17,0.0737,0.0454,9.37,1,55.98,0
M01447,Crypto/Trading,152,1028,615.11,632338.05,0.0401,0.0349,36.66,0,72.04,1
M01448,Fashion,1002,3803,3903.12,14843566.06,0.111,0.0271,38.39,2,72.97,1
M01449,Food & Beverage,674,4318,4504.03,19448394.56,0.1103,0.0332,18.37,2,71.53,1
M01450,Travel,154,4688,784.26,3676589.8,0.0864,0.0512,14.46,2,83.05,1
M01451,Crypto/Trading,1258,4307,819.33,3528849.89,0.0519,0.0617,22.53,1,65.19,1
M01452,Food & Beverage,1016,2072,7753.96,16066214.45,0.1554,0.0429,-30.75,0,48.87,0
M01453,Food & Beverage,512,3328,6641.45,22102761.56,0.086,0.0104,-21.17,1,42.72,0
M01454,Gaming,1995,1736,2249.69,3905468.63,0.0228,0.0284,11.02,3,28.87,0
M01455,Gaming,830,330,8770.47,2894253.47,0.1161,0.004,-14.26,1,45.07,0
M01456,Retail,1649,4558,6130.04,27940729.94,0.3033,0.0661,5.91,1,79.09,1
